id,name,description,coord_x,coord_y
608d9714-74ff-438a-aa85-d4bbe29ffbb6,Stewart Fort map location (point),"Song upon beyond value. Key act with somebody receive total.
In and pay fast foot general media. Use next line also.
Agree offer decide crime.",8.96,27.52
a8e32205-4195-4678-8e8d-14765ba31e8e,Crystal Burgs map location (point),Indicate husband medical great wall American go. Fill player six everybody development.,9.82,23.62
cacf6e69-86b6-479f-b339-ff2a8693a932,Valerie Parkways map location (point),"Later few red beautiful business. Range behavior church everything choice into west.
Rule improve theory before enough traditional several. Nation goal exist identify across.",9.8,22.66
381f6fb7-7e2b-4be1-8eca-4dcf305d1928,Ellis Pike map location (point),Concern section investment soon measure. Instead see yes write.,9.53,28.62
acf53c2d-1914-44e1-b611-8b48408a584c,Nguyen Rapids map location (point),"Fire check treatment. Safe sing stay guy quality bad believe.
Recently official enjoy around structure. Choice change grow practice whole room.",8.23,23.93
35ba72ff-74c6-4da7-ae9c-f05e0e563586,Brenda Court map location (point),First my big expect large subject interview. Hold body get out keep bad. Large laugh rest yourself weight reduce skill.,9.88,23.48
b96b09c7-65f5-4dca-914a-7933e718e102,Spears Inlet map location (point),"Wait successful I including. Nearly long line like must. However so daughter.
Because small line compare reduce.",14.83,25.41
41394261-c041-4ec1-a74b-d32aa25a0b00,Samantha Lights map location (point),Line wish scientist loss yet cause hand. Situation others foreign computer watch.,12.43,29.84
8bc123fc-2f4a-4e98-8b94-fdec49c4bff5,Charles Crescent map location (point),Agent popular each instead either address paper require. Its need many sometimes data remember section bring. Both paper star try.,8.64,23.21
8f76fda9-7257-44ea-ab6a-0bd79473bfb5,Travis Highway map location (point),Figure they course. Agent trouble final likely member. Face wall bank turn goal subject between us. Stuff social part appear.,14.71,25.56
b1cb631f-d34e-4e06-8f50-c40cd426a041,Mclean Bypass map location (point),"Serve sound responsibility nor enough audience yes. Many from success develop. Personal matter let feel bit or media minute.
Those contain especially throughout.",8.26,20.5
6ce9e2ad-822a-42a8-a901-06d8a890a320,Davis Street map location (point),"Debate red foreign. Court these wait young everyone season management. Size action budget Democrat firm mother guess.
Hard always lose eat. There office church thank others.",9.21,20.49
735b9f25-3583-44d8-a9a0-e6393d30cb28,Kelly Lakes map location (point),"Field dog history both say. Surface century couple.
Former together father institution moment prepare sit. Response operation rise north news operation national minute.",8.52,29.23
623f97e6-b22f-455c-844f-44f970793c6b,Lori Mews map location (point),"Child activity fill again. Certainly food top color. Today ground east history at.
Though interesting could eight our sort explain machine. Same parent Mr. Manage represent fine everybody speech but.",13.26,25.76
a24de792-d7cc-47c4-a57a-ce5ccf7405e8,Julia Ridge map location (point),But benefit often lead effect student want popular. Memory force seem south ten together because.,9.78,22.88
c21cc12b-b6a8-42e0-b3fb-53882193bd88,Roberson Fields map location (point),"Teach relationship student imagine certain meet study. Picture street TV site mouth foot they leader.
Happy sing care black. Road very deep today according. Party walk four difficult spring oil far.",14.9,24.8
736c1517-5780-4be8-9a88-408f228c8ba6,Williams Glen map location (point),Case world benefit goal treatment tell rate. Agency just south carry them others international. Determine above thank make education sometimes language. Some significant truth left.,14.77,22.97
8d9f4339-84d9-4861-bf8c-b338daef7ee7,Friedman Spurs map location (point),Reduce article matter mission plan green. Instead perhaps class main. Seven behind her bill security vote.,12.26,20.17
dd7f8b2c-6698-46b0-96da-af2f466ed458,Duran Mountain map location (point),"Always stuff full who expect do. Music all movement watch help.
Thousand nation myself read suddenly. Bank trial field member beyond say.",9.32,28.29
39758c77-2202-4583-8bbb-e38795c202a7,Rios Tunnel map location (point),"Stop sort sing understand build. Only the raise activity on different.
Would then figure. We authority usually record.",13.33,26.61
0f5b97f9-786e-4c77-b372-a632b06d4775,Edward Drive map location (point),Manage institution ask. Business you tough dream care personal join. View spring direction never week special system meeting.,10.86,25.43
0ca2100b-1cfb-41ef-ab0a-55732e6a01a9,Robert Walks map location (point),Husband whom arrive front culture bag collection. Financial list car though different artist onto. Three think whatever investment leg career education father. Better position foreign give heart.,7.61,20.18
ceda7a0d-d524-41d2-a2a4-896059ac1743,Marissa Knolls map location (point),Ask paper service discuss call. Suffer red much firm artist. Must answer own Democrat difficult.,9.62,23.64
9b7a096a-2940-4588-89d5-e1287cf7bd6d,Orozco Glen map location (point),Fire attention discover guy. Society create alone identify who hope according skill. Read not cover western far old.,8.36,23.13
0c09df09-b052-4917-a3c2-c7107a059688,Alice Spring map location (point),"Magazine health reason huge traditional catch sea.
Fish American doctor. In day factor race. Public various receive difficult center stay case.",12.77,24.46
4fe12685-6a08-43a2-a377-f785dcad545e,Wolfe Well map location (point),"Owner service management. By church toward us.
The stand organization sound. Open boy room. Whole hospital notice option wait available apply challenge.
Animal less he economic.",9.59,26.28
4675f8fd-fa9c-4819-94fd-ebb10fe4232c,Stout Bridge map location (point),"Government put truth kitchen bad. Hair choice I season. Mind avoid practice too.
Fight figure apply fill Democrat international receive. Almost notice take speak.",14.98,27.67
db9efda1-ac59-44ff-a2fe-2a89056dbe46,Long Falls map location (point),"Run character he Mrs. Threat minute population number surface affect agency. Force however cell production wonder organization.
Across method let now. Paper series bill focus different eye.",13.7,22.78
dcac55e3-68d4-4c6c-9ccb-536a38b850c8,Christy Forks map location (point),"Develop defense into box begin street happen. Card happy big its. Option begin article first second.
Tonight only leave few affect.",7.77,22.54
8169cddd-0cbf-43bb-896a-3d5c5ae080c8,Sarah Vista map location (point),"Next ground focus rock around.
Keep four plan finally heart church think. Mrs wonder fight. Role create near candidate say increase.",10.14,29.08
dfbbafc4-3e23-433f-8bf2-3d45a66e075a,Allen Unions map location (point),"Ago seek during. Final star make doctor time evidence.
Weight behavior cold watch situation light such ok.
Alone resource have worry difficult water region. Out prove color.",8.92,21.84
19a30fea-f4c2-4e88-a130-4b1a977de204,Cline Views map location (point),Value ground process. Guess huge scene fund likely couple. Lawyer change several risk data heavy. His series individual itself.,9.77,23.44
54088bc4-40ca-4461-a81c-b81be1431a09,Chase Forge map location (point),"Each clearly watch you tonight.
Hour candidate space why process miss situation. Available happy thank money. Myself partner tree compare dark social rise. Collection worry card wide standard unit.",10.59,21.73
cde724c8-e31d-4518-9074-bba6cd3aab23,Robinson Locks map location (point),"As whose value moment out performance especially. Ready safe wall admit.
Consumer personal machine sea. Final area window level.",13.57,28.53
a0f0bbbb-5112-4b47-a17f-65e196e744fa,Dana Parks map location (point),"Treat animal develop small grow. Ball subject computer peace above a produce.
Clearly to them some. Area foreign page security agreement more.",12.41,25.31
8299953f-2ad7-43ff-a054-e00a3612905f,Clark Square map location (point),Up only station every think design environment. Have remember find fill full.,14.3,21.35
3a58e1f0-6bc8-4247-aba4-80a37fcc6b8d,Morales Vista map location (point),"Financial successful agreement including establish. After candidate usually tough ground time. Decade economic trouble kitchen involve.
Letter also no. Southern wide science chair.",8.09,20.83
59366166-a7e1-4a7a-b836-a5817494ab76,Brian Port map location (point),"Court stop financial. Yourself second indeed stand memory wall rather.
Part meeting certain ok good tax so. Edge skill field industry central read. Look fast experience every.",14.06,26.04
fcf55194-d488-44aa-ac3e-af4e8df180fa,Teresa Summit map location (point),"Price information model. Someone early run off sort.
Out future catch exist admit. Feeling south feel state.",7.33,23.4
67fc5bad-6405-433d-b9a4-7c5701d81869,Michael Ports map location (point),"Talk born almost film. Play front compare crime share evidence.
Risk cold young approach. Recognize view store attack level establish. Report stop development agent word future job.",14.01,28.72
e7d20f1f-6c47-43c6-a144-d6f077920d53,Christian Land map location (point),Push light good six pass ago everything. Month every anyone. Stuff owner phone.,9.45,27.62
01008170-ab97-444d-892f-3652e358e839,Emily Point map location (point),"Financial eye leader although could national positive.
When central room little spend perhaps. Tv these past you. Somebody fund keep instead eye per.",13.2,22.52
119d1156-7f6a-4db2-bd44-6bed58c20a79,James Estates map location (point),"Buy air use accept. Edge message fight level hand. Issue process before ahead consumer term forward.
Hard we southern value such note. Her with whatever drive war.",8.01,26.3
add404b9-6334-4ed2-8541-43085627c740,Derek Path map location (point),"Note say first give. Mention turn its light visit similar whose.
Student simple interest. Unit standard decade last exist civil author.",9.28,24.68
84839160-3ca8-44b0-a00b-0f660f2d31b6,Dennis Park map location (point),Whose evening week team various trial suffer. Somebody center them keep. Big available compare story hard short.,12.12,28.46
e7128012-1862-4ddb-83aa-742e7c4dab96,Robert Court map location (point),"Source than exactly another. Listen traditional per look south his. Who story reason discover.
Hear indeed budget music color change impact. Building while maintain.",13.77,29.71
f0b98728-c5e4-4604-bc2a-68e2b1ad1696,Erin Views map location (point),Another interesting still agreement. Range buy almost college. Toward answer drop tax set development receive white.,13.16,20.77
eb538a43-2b09-43ad-972d-84e17827fb96,Jacob Land map location (point),Data away human hope within garden many. Tonight black likely democratic machine particularly. Happen or since be three role capital various. Production really manager.,8.79,29.37
ff598c5d-c73b-4ca9-9a57-d562e5b47ceb,Robinson Knoll map location (point),"Director because offer. Hair professional thus single.
Environmental source general employee none. Including professor cover.",9.66,29.94
232045f1-7347-4f01-b6f9-f250293e477b,Jennifer Gateway map location (point),"Language firm growth bill wind. Indicate eye may else require magazine interview.
Would purpose discussion also test media they today.
Everything often carry. Too see identify sound style activity.",14.51,25.47
180bdaaf-7fb8-49ea-b467-f83cbfe4a33f,Jason Plains map location (point),"Alone education term. Site window him real clear. Table result serve kid.
Born become matter. Democratic force professor everything most.",13.45,27.23
81fc2d2e-186b-4baf-84ed-8c4ee3b07035,Russell Bypass map location (point),"Respond Mr structure executive. Act scene morning air color claim mother.
Conference town cut. Performance sister reveal protect nation.",9.04,23.46
71c1d543-14db-4aaa-81e8-4e51294e69cd,Timothy Points map location (point),Very language great people bring whether attorney. Sea crime and candidate against company inside. Everything beyond long American enough cold.,10.49,21.53
1d7171e6-378f-4ba5-8f94-1620301e48a4,Daniel Station map location (point),"Difficult watch however hit similar admit. They able fish policy. Mrs section hear at PM discover.
Official likely sense floor teacher. Land information effort of.",14.03,26.14
8f5086e8-683a-4f23-a6dd-2cda36e5527c,Kimberly Inlet map location (point),"Might consumer much project explain. Blue model discover sell.
Sometimes subject foot agency Mr. Reality usually move not.",14.12,20.04
210f8612-ca3c-4edb-8f9e-0c3f721bd844,Ortega Creek map location (point),Sell argue election job both. Matter where hair part sort film beyond fear. Society Republican travel indeed cup once structure.,8.11,26.12
5dfa5e89-66b5-43df-8c5a-9b299b348f00,Todd Streets map location (point),"Present particularly peace work hold measure subject. Agreement detail point away but.
Bring on between president choose avoid amount. Audience sound road they food area listen end.",10.86,26.1
7b54084a-80fc-45ba-a134-ad8e5722ee61,Elizabeth Summit map location (point),"Choice hard between imagine sport sit. Agency theory here while give truth seek.
Trial free carry player item statement president itself. Assume maybe common door. Difficult course fast leg.",9.84,27.75
023c4b8a-a7c8-496a-a33b-b849e2b358d4,White Oval map location (point),No at type term lay page. Fill simply air west. Fear instead affect wife before.,14.01,20.38
aecc413d-8db3-49b2-8e2c-5f1ad4edca03,Reynolds Lodge map location (point),"Why raise year involve model. Fight style no.
Idea threat art around at I. Laugh firm scene before upon product. These professional sure tonight.",8.75,27.23
72aa0fb0-edff-43d2-b837-17cfd3b5dbf6,John Trafficway map location (point),"Dog choose call crime really treatment spring.
Gun off modern walk source. Speak single quality article score risk. Soldier instead participant night daughter.",7.27,22.49
211a48ee-0792-4d11-96c7-135a45f2dd6e,Mcintosh Road map location (point),"Car shake somebody including both. Top away drug side try bar onto there.
Rise available each able. One live man standard avoid.",9.53,22.85
73cd818b-265b-4d5c-898a-686a362da7ae,Jones Well map location (point),"Radio hear moment might. Until call least paper from. Administration bed final deep show.
Loss authority hand body early expect.",12.34,20.87
4c684ade-0bc0-4dfb-af19-f295cc49eb07,William Crossroad map location (point),"Just defense time major activity Republican at. System check fact themselves attention.
Hotel than theory good between agree. New with generation growth film.",9.88,26.02
8b688b88-0c32-4fc3-acb3-93ab28adb640,Tyler Key map location (point),"East pass beautiful through page hand. Or firm professor attention response ground.
Because politics itself one senior. Bag back try garden. He one particular region ahead decide.",13.33,22.5
a818b767-dd68-4284-80ed-21f566bdb616,Poole Crossroad map location (point),"Couple me thought still front animal. Identify weight style happy sense.
Information box number mother. Budget certain general police fund board.",12.65,23.51
38384627-ced6-4d02-8281-8f01bbe09994,Wilson Ports map location (point),"Near require case help simply. Different require size base water. Want him money back.
His risk different share music. Simple candidate bank per. Who family sure.",10.66,26.07
adf1232e-2830-47dc-b0af-65d5f3282ab4,Jessica Views map location (point),Product material government film act run. Behavior country pretty. Road contain cause state learn air establish.,13.43,24.65
aaff8b67-fd90-459a-8550-4cf82c780e89,Carroll Key map location (point),"Purpose blue draw local relate.
Hotel trial suffer identify. Bring may herself course now.
According never beautiful leader parent dinner price every. Lose instead she whom strong term list.",12.86,20.31
715fa084-00c0-483b-9b36-47f77c4cddf1,Nicole Islands map location (point),West explain minute hotel structure air. National heart control week rich throughout.,7.72,29.97
cb8e6604-78e7-41ca-b917-fe7a271946b3,Christine Forges map location (point),"Adult next degree see strong. Reflect recently store option reduce how. Reflect red model.
Chance newspaper soon sound. Tree marriage see step institution.
Protect notice she collection day.",13.55,23.89
304ced90-0c0d-4a67-bb74-eb27856492a9,Emily Village map location (point),Forward citizen economy mean. Production agency finally itself laugh question structure quickly. Purpose star under buy president indicate.,8.05,28.29
0ab19efc-463b-4f49-ab16-ce75ef697b8b,Rebecca Center map location (point),"Turn individual side whatever research push. Inside born start class her. Material save relate recent.
Only available begin buy difference environmental development require.",10.55,22.18
4e6f8028-7b88-4311-aeb1-e4376659db6a,Wilkins Way map location (point),"Mouth person that. Forward animal education remain few.
Season produce direction create. Part space establish key police here pretty. Teach pull until oil look their example.",9.17,23.04
96662275-e0c8-47aa-a212-59cf7f2ca9f7,Robert Parks map location (point),Drive turn increase student. Her kid everyone action end. Four various sort kind training offer meet.,10.44,28.16
7d79939b-b7c8-4434-a11b-9503d51177ee,Edwards Freeway map location (point),Weight partner enough everyone as feeling make. Movie really president lay. Cold practice small force wife. Amount class go act clear foreign paper.,12.59,25.18
8df95d35-56d9-494c-8bdc-7854899db642,Wells Creek map location (point),"Protect notice outside employee watch Congress people create. Size south down see laugh region.
Effort member part soon table central example.",11.25,20.58
e371a9c9-0af2-4edf-8963-c9b3763e7c9f,Mitchell Branch map location (point),Former five certain central summer body. Career create nor if teach talk. Pattern reveal degree wear friend.,8.97,24.77
c9619312-7e06-44b2-9f9e-e62c2b9c782b,Frye Spring map location (point),"Check point money accept technology. Wide lay gun.
Laugh out citizen stage power democratic science yes. Pull trial fact response friend out difficult. Brother learn cover keep fast director.",7.73,25.59
0192e4c2-5bf7-46e0-b28a-1ccb40c1375b,Rogers Squares map location (point),"Civil per ground must meeting former and practice. Side us three later style collection. Impact nation almost yeah tax.
Stop describe everything now expect loss. Think show cover common discussion.",9.29,22.4
1df39361-ff32-42f6-8ec2-256aaebe38e9,Phyllis Stream map location (point),"Ten can small. Decision central make expect cultural market I debate.
Student similar girl myself writer second.",8.12,21.99
a1816321-034e-4f1b-b001-6e5857629e03,Brown Circle map location (point),"Sure college voice commercial could couple scientist. Act accept court well.
Today education act instead charge common never face. Serious finally I scene purpose.",14.08,24.83
549ea0e7-fbf6-46a6-8d94-ba254db928cf,Montgomery Roads map location (point),"Box always since leave lawyer around explain smile. Parent memory position send similar.
Customer agreement forward put prove five. Early others resource green.",14.53,27.52
15e1e03a-33c8-4ebf-99b6-ed084382f952,Jennifer Bypass map location (point),Fall officer maybe already coach work collection relate. Less quickly bag word simply behavior. Section experience determine trial news dinner.,9.1,27.51
7489d175-61e6-4ca3-84b8-12825d6ae019,Melton Spring map location (point),Together sport decide world present agent room person. Way so alone any our church keep magazine.,13.35,24.6
8c5e31dd-9abe-4a7c-8a7d-38c36348c953,Eric Radial map location (point),"Table than think same particular alone. Republican reach political stage scene until.
She support from gas catch could. Later whatever move professional past. Order model Congress believe.",7.48,20.95
c03af458-e325-4f37-bc38-e3ffa14ab095,Nicole Forks map location (point),Apply behind policy include available. Job parent safe second. Add show few line some significant focus. Care some pattern somebody lay.,8.0,24.35
afc97beb-eafd-41d0-a233-00e982224a08,James Locks map location (point),Road option decide student woman himself. Rather with son wife thank. Store style stay live total. Above way color seat nearly discussion general soon.,13.34,25.18
db8d8909-7296-407b-a87f-4ec93a607545,Amy Spring map location (point),"Why discuss forget red television at care. Feeling something bar deal.
Her Democrat main source understand bill reality. Personal seat mission on feeling. Happy late stage foreign.",13.77,21.46
14f2dc39-a61a-4b5e-bd4e-87e43bce4968,Johns Drives map location (point),Artist whatever Republican better these. Some long former front put total degree. Floor team speak soon remain risk.,14.36,27.14
3bedc41c-0f07-4a31-ba9a-d07230497831,Brandon Villages map location (point),Perhaps level trouble financial baby. Production region front prove international trade green technology. Sister information special protect.,12.92,22.08
ae2f87aa-041c-4445-a079-059f76a4be3b,Jennifer Shores map location (point),Sell current determine student how. Law kitchen admit year move street.,11.31,27.43
fb757252-4425-4d0e-8741-be8e5f6033b8,Laura Locks map location (point),"Traditional two ever help watch many already. Writer finally girl house about seat and. Open wind modern hotel ball beat.
Nice whom case. Poor certain deep.",11.12,24.97
01fcec26-2746-4a06-b453-67adac8e26e1,Holt Spring map location (point),Example interest himself finally camera. Only perform president produce sense. Ability hear consumer face health.,8.42,29.32
5f57a0ac-17ff-425d-96ce-e0ee370ae72c,Christopher Square map location (point),Raise special identify mother front save. Research song difference whether measure successful service. Technology seat minute message whose change.,11.17,24.52
013fb3d8-af22-4450-8eb4-19fca47a764b,Willis Center map location (point),"Section ask identify consider maybe.
Job pass wear after edge down list cold. Memory big into back.",9.25,23.97
d3f17cef-96ee-4d7a-af5b-a6e6ee18d370,Allison Haven map location (point),Important myself blue so eye describe design. Person focus special top.,14.06,28.88
40d0920f-4c77-4cad-a75e-4eda4dced799,Silva Crossing map location (point),"High indeed oil. View though address soon several by often.
Store charge have community foreign.",8.84,21.48
271ea0fc-b9ad-4076-9a30-6049b6aaa889,Heather Via map location (point),"Everybody fund person.
When personal whole between. Bed toward computer radio bit end number. Exist generation security fight.",14.48,28.01
965e17af-716c-4cdb-89e3-27c9c545e6f7,Kaiser Meadow map location (point),"Reduce message owner various. Meeting learn senior.
Find result should suffer. Only clearly week pull safe recently. Rate include leader author single.",7.92,22.78
1e865926-7d49-44fb-a619-a34d245fc105,Mary Gateway map location (point),"Guy decide include keep glass. Former alone while interview ability. Exist act move beautiful reveal west cover.
His off special without into interesting season town. Teacher record seem factor.",11.82,22.62
d6214f9a-f917-4728-8d27-d3ced6edff8d,Erin Key map location (point),Would as get check. Machine moment key able support west property four. Authority style fill certain send particularly account. Might position man together Mr list trip.,12.76,29.6
6fd42e1b-922e-4919-b1b7-be670d26483d,Dunn Ridges map location (point),"Focus smile each moment under. Common apply city professional. Able edge compare plant garden.
Population dog range school seat. Body capital large heart. Today evidence home marriage.",14.17,23.41
9d7d519e-0716-4c91-b411-d69066cc890c,Jesus Rest map location (point),"Deep figure wish forward. Parent game fire school front current reach cell.
Season cost will join outside. Same hot drug really could. Behind beyond book realize.",10.65,24.57
0079f663-2e28-4c8e-875a-1ddb40399d15,Sarah Stream map location (point),"Each them town help. During sell season machine machine why.
Follow watch area. State give guy watch hundred.
Thus specific evidence fall. Thought song upon rest trial out little.",14.36,26.08
5fe326a3-3e47-4128-9567-473f4aefa494,Keith Falls map location (point),Thousand discover summer security billion wind again. Degree day question information attack.,13.08,24.47
481e81d8-4eb9-4662-b235-637f1feea811,Nicole Throughway map location (point),"Scientist time strategy traditional score agreement clearly. Institution identify necessary especially particular.
Pass wonder into weight whether fund seven remain. Lawyer guess tend result.",12.21,23.93
1eecb472-9911-45b8-9dee-706b991ba07a,Cassandra Harbor map location (point),Including industry his send air break. Voice real source new team individual ready child. Dream yard of truth range if.,9.92,25.82
8684a720-37b6-4f2c-83d4-127eda464362,Richard Valley map location (point),"Season sort for Mrs international major believe floor. Pay friend require job go whom.
Relate network interest want. Chance receive most adult strong pass middle.",9.16,23.41
838c45f5-723c-4b76-aae1-de5f6b67a36d,Dale Centers map location (point),"Whole democratic hotel step same recent later song. Movie politics animal when research scientist at. Plant smile improve recognize item.
Fine thousand affect despite sister thing station entire.",7.17,24.82
b357357e-5b90-46af-8120-e432ffba6e82,Jason Knolls map location (point),Instead laugh its machine. System result recent bar whatever management along. Support professional around effort threat technology.,11.78,22.68
27d381c0-cdd1-436e-bc57-30b9d3894783,White Forge map location (point),Discover space consider summer without firm. Surface television cup project perform.,12.69,29.86
7455428b-f2b8-4b3d-8c19-c047faf896dd,Guerra Roads map location (point),Choice good rich appear ground. Too foreign myself enough push friend edge. Know recent moment city someone radio.,7.19,29.32
bdb76d27-c895-4a63-ac04-b86cd23dafb9,Juarez Lock map location (point),"Clear enjoy take. Leg perhaps at beautiful front stand. White question front.
View dinner free tax. Sound family fact.",14.04,20.39
a3a12457-479e-418d-a620-04b186aff2c2,Poole Mission map location (point),"Difference writer impact.
Just school sign under. Continue ball appear quite report. Arm discussion child summer item place.
Four name property. Before hot idea analysis suffer two push.",11.78,25.48
2928bbb4-52e0-4bc1-93ea-b82661dc85fe,Ramsey Lake map location (point),"During tough wall city away back. Message continue on ago success television yet.
Current recognize board fast film. Factor once everyone but positive woman. Discover bad brother contain.",13.03,25.5
433eada1-2d52-44d1-9c8d-3b4683fa4e93,Johnny Gateway map location (point),"Maybe word call simply position. Marriage everybody call east room defense product. Especially fast worry seek edge.
Deal improve brother national. Follow another service talk feeling air develop.",10.34,27.33
c4268d7b-b0a7-4f4e-99ed-df484d64b29d,Mackenzie Lock map location (point),Trial itself according defense none particular series others. Billion drug Mrs staff stop ten a ground. Represent lawyer wind more knowledge toward along.,11.25,29.24
55c1824c-09ac-4342-abcd-1e79f7e1ba14,Gonzalez Tunnel map location (point),"Answer take four raise. Cold surface we day morning group thing. Worker surface attention above style movement stop.
Receive receive lawyer what value. Agent whom may necessary.",14.01,22.36
3e470772-b71b-49ca-87f6-08bb440de5a5,Alexander Ford map location (point),Away although company return. Sell many animal candidate spring camera report.,7.54,21.67
17e7629b-034a-454b-802f-7556d2534fb4,Daniels Points map location (point),These this practice lot medical. Where push expect hit professor ago area. Level leg particular quality offer possible price.,10.01,28.87
7dd92d5c-045b-4e23-877c-356a8533c0ba,Mark Ports map location (point),"Step sure long star per human on policy. Tend trade dinner partner. Benefit born week apply.
Network food ahead leader yard. Hotel shoulder almost build service memory. Have order story.",9.5,23.76
7e59f7a2-8e0a-4d1b-a03e-6e33677aa390,Emily Route map location (point),"Effort small past create interesting easy past. Another certainly no allow including front. Trade small similar develop.
Certainly deal town up official. Site rock person get.",10.11,26.63
35658ca7-5747-460d-bd19-986e1ec71637,Kelly Coves map location (point),"Traditional check believe glass. As single bed.
Appear involve allow probably ability service. Entire election democratic modern according. House consumer little she night left cause.",12.75,28.11
635da2e0-2cbd-4678-8cd1-32158d8c771e,Emily Way map location (point),"Foreign establish field enjoy. Knowledge work point mention as wind member.
Group official pull section lead land report. Environmental out class life source recently realize.",7.47,20.29
34353985-a45d-42df-841c-c229cda6c4bb,Betty Extension map location (point),"Friend single learn. Again available factor must child crime cause. Green phone moment hospital.
Pretty meeting author level people. Line thus author blood western.",13.82,26.07
8d6b4c3b-14b2-4118-b1cf-d1885f802f61,Gary Green map location (point),"Entire rest simple field choice. Individual big writer serious need. Film easy show and campaign action son.
Standard speak present risk stand. Music sing sell operation their.",10.66,22.84
c7ab671c-56bc-47a5-a8d5-aad97f3b4763,Campbell Streets map location (point),Sing night manager home despite. Win decide manager although around. In response foreign choose. Go leader its.,12.08,24.97
21fb1731-23e3-4d9c-90c5-7ffa8c65914f,Mathews Lane map location (point),"Area the successful there pull. Become mother week treat major little.
Good everybody trial thank central matter. Style majority back food tend hair author.",10.43,26.3
cbbaa561-c698-4e63-be5e-4587c396976f,Abigail Garden map location (point),"Hotel operation seem almost strong coach. Pm trouble he paper.
Data effect call hospital take. Carry sign vote write.",14.75,21.21
862e28a1-27b2-4b08-9422-2fd965aaba10,Alexander Isle map location (point),"Meet live crime under as. Write everything admit later. Across such artist me.
Miss these true. Late effort whom wear rule audience view. Themselves view whatever opportunity.",14.53,22.03
aa48b0a3-74af-4d92-8ecf-c89cc9a5ea5a,Anderson Gateway map location (point),The many often space heart dream among. Reality sea building set fall issue. Chair policy woman identify worker thousand mind send. Still those explain mouth of support debate.,9.52,21.18
01e6b0c5-8a72-4fbe-996a-d5a9272c9dcc,Christopher Club map location (point),"Particular thought simple sign free teach. Study anything top every smile. North concern interesting fight former treat know.
Discussion tell project this. There responsibility summer act expect.",11.67,29.65
129a7bb2-9a85-4015-98da-d5c3bd718f63,Williams Oval map location (point),"Morning interview hard six turn. Seven able Mrs analysis almost possible watch.
Piece design effect together sense apply. Return matter when book practice fear.",7.82,29.27
3df6bf6d-9770-4642-a853-bf7d268fa1f6,Jonathan Point map location (point),"Else miss price hard seven. Area also popular oil upon gas walk. Opportunity quite Democrat catch.
Country writer suddenly board significant employee. Dinner bad drive.",12.09,20.46
1cfc5f53-e68b-47c0-a915-b6e34b8c62be,Franklin Rue map location (point),"Fill very live garden prevent. Who agent sort friend particularly language.
Begin affect operation color truth quite two than. Order member huge impact along drop year. Forward send west ground.",14.08,24.43
fd2eaf3b-27a6-41ae-a868-2ca4af690be3,Thomas Locks map location (point),"Move water contain record movie. Hair matter most development. Pattern purpose account set together card feeling.
Interest enough what process forget surface source. Per lawyer food change.",12.75,26.31
c9bf61bc-a960-4b73-b621-273108a87d6c,Jeremy Harbors map location (point),"Network best industry sing. Body full they choose. Scientist enjoy kid boy employee. Tend yet million who born factor avoid miss.
Commercial floor across owner back everything future matter.",11.48,29.48
b9e80c69-3786-43d6-a7a3-803ea9703cc7,April Creek map location (point),"Office west recently recent nice fund almost. Fire field perform decide act bag I. Draw let stand simply.
Market defense very. Shoulder society care set machine.",7.17,23.97
1f8fb960-7a02-46e7-9165-2ce948e972ab,Laura Lakes map location (point),"Cold threat ever yourself. Effect next lay full.
Best two eight early simply or. Fear nor charge quality audience.
Thought conference themselves risk choice enter process.",9.47,29.51
acdc055a-c620-42ff-8fa5-24cea0fab16d,Brooks Glens map location (point),Office including break explain ready. Lay from per there project. Them sea sound bar possible. By read charge travel shoulder quite her.,12.78,29.68
95440541-7a68-4ca1-8e3a-ce95a83c20a1,Ramirez Oval map location (point),Their miss wall defense machine his administration. Only treatment president section senior.,12.65,29.25
a7e2230d-e28d-46cf-ae77-13389d8d8ac1,Johnson Village map location (point),"Area hope main expert begin full little.
Yourself beautiful heart arm. Strategy treat also message pick war.",11.99,20.88
b8733d89-b3eb-4c8c-b201-5c377373eb64,Matthew Street map location (point),"Every might step hair including teacher argue. Teacher Congress though trial behavior.
Quickly human issue book decision cut movie. Across stand nature. Suggest physical expert Mr several star.",13.3,24.44
ac5582bd-e35d-4373-aeeb-c18329bcaa89,Travis Village map location (point),"Trade force community ready. Score instead prepare voice. Relate color street city social.
A arm memory law be light early sister. Build something yard wall together apply sort. Into truth course up.",9.59,20.21
a3d1bf3a-4c86-46df-9cda-63811504c53e,John Field map location (point),"Pressure appear side job assume family.
Page interest body until sort consider. Five go focus unit girl. Per more recent.",13.27,24.06
a5e1db8e-ba0b-4350-972d-425c21be6c4f,Benjamin Keys map location (point),Significant rate exist light pick there analysis. Poor machine too hard college offer. Create describe degree much mention.,10.15,20.37
6a0aa45d-2129-4409-9a59-cbe3a3edf7bb,Calderon Place map location (point),"Century oil perhaps best hope special Congress. Writer generation because effect other.
Side reason woman write.",13.98,21.77
f8e34a7b-5be3-496a-9256-7d82182d0a5d,Heidi Valleys map location (point),"Two upon color smile base the wear. Same realize appear father agree. Care game sense factor those personal best.
Those nothing control produce.",13.22,26.36
